"country","doi","farm_type","host","antimicrobial_class","pathogen","percent_resistant","no_isolates"
"United States of America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","Tetracycline","Campylobacter",63,380
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Aminoglycoside","Campylobacter",0,396
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Amphenicol","Campylobacter",0,396
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Ketolide","Campylobacter",11,396
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Macrolide","Campylobacter",11,396
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Quinolones","Campylobacter",20,396
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Environment","Tetracycline","Campylobacter",86,396
"United States of America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","Aminoglycoside","Campylobacter",0,464
"United States of America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","Macrolide","Campylobacter",68,464
"United States of America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","Quinolones","Campylobacter",4,464
"United States of America","DOI: 10.2460/javma.236.2.201","Conventional","Pigs","Tetracycline","Campylobacter",74,464
"United States of America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","Aminoglycoside","Campylobacter",0,464
"United States of America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","Macrolide","Campylobacter",20,464
"United States of America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","Quinolones","Campylobacter",3,464
"United States of America","DOI: 10.2460/javma.236.2.201","Organic","Pigs","Tetracycline","Campylobacter",49,464
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Amino-penicillin","E.coli",80,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Aminoglycoside","E.coli",68,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Aminopenicillin - betalactamase inhibitors","E.coli",74,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Amphenicol","E.coli",57,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Macrolide","E.coli",66,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Quinolones","E.coli",31,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Sulfonamide","E.coli",62,491
"United States of America","doi:10.2134/jeq2015.05.0245","Conventional","Environment","Tetracycline","E.coli",68,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Amino-penicillin","E.coli",20,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Aminoglycoside","E.coli",32,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Aminopenicillin - betalactamase inhibitors","E.coli",26,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Amphenicol","E.coli",43,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Macrolide","E.coli",34,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Quinolones","E.coli",69,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Sulfonamide","E.coli",38,491
"United States of America","doi:10.2134/jeq2015.05.0245","Organic","Environment","Tetracycline","E.coli",32,491
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","1st_gen cephalosporin","E.coli",2,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","3rd_gen cephalosporin","E.coli",0,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Amino-penicillin","E.coli",13,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Aminoglycoside","E.coli",12,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Aminopenicillin - betalactamase inhibitors","E.coli",0,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Amphenicol","E.coli",3,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Quinolones","E.coli",0,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Sulfonamide","E.coli",12,498
"United States of America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","Tetracycline","E.coli",71,498
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","2nd_gen cephalosporin","E.coli",9,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","3rd_gen cephalosporin","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","4th_gen cephalosporin","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Amino-penicillin","E.coli",21,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Aminocyclitols","E.coli",26,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Aminoglycoside","E.coli",3,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",11,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Amphenicol","E.coli",2,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Carbapenem","E.coli",1,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Penicillin","E.coli",11,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Polymyxins","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Quinolones","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Sulfonamide","E.coli",4,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","Tetracycline","E.coli",17,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","2nd_gen cephalosporin","E.coli",3,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","3rd_gen cephalosporin","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","4th_gen cephalosporin","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Amino-penicillin","E.coli",9,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Aminocyclitols","E.coli",21,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Aminoglycoside","E.coli",4,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",4,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Amphenicol","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Carbapenem","E.coli",2,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Penicillin","E.coli",4,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Polymyxins","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Quinolones","E.coli",0,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Sulfonamide","E.coli",4,533
"Germany","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","Tetracycline","E.coli",12,533
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","Amino-penicillin","Campylobacter",19,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","Aminoglycoside","Campylobacter",28,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","Macrolide","Campylobacter",49,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","Quinolones","Campylobacter",59,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","Tetracycline","Campylobacter",89,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","Amino-penicillin","Campylobacter",4,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","Aminoglycoside","Campylobacter",14,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","Macrolide","Campylobacter",6,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","Quinolones","Campylobacter",1,694
"United States of America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","Tetracycline","Campylobacter",56,694
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","3rd_gen cephalosporin","E.coli",1,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Amino-penicillin","E.coli",20,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Aminoglycoside","E.coli",18,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Amphenicol","E.coli",1,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Polymyxins","E.coli",10,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Quinolones","E.coli",5,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Sulfonamide","E.coli",20,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","Tetracycline","E.coli",23,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","3rd_gen cephalosporin","E.coli",0,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Amino-penicillin","E.coli",9,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Aminoglycoside","E.coli",8,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Amphenicol","E.coli",1,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Polymyxins","E.coli",2,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Quinolones","E.coli",3,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Sulfonamide","E.coli",12,725
"Sweden","DOI: 10.3390/antibiotics9110834","Conventional","Environment","Tetracycline","E.coli",11,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","3rd_gen cephalosporin","E.coli",0,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amino-penicillin","E.coli",18,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Aminoglycoside","E.coli",13,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amphenicol","E.coli",1,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Quinolones","E.coli",1,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Sulfonamide","E.coli",15,725
"Sweden","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Tetracycline","E.coli",14,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","3rd_gen cephalosporin","E.coli",1,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Amino-penicillin","E.coli",26,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Aminoglycoside","E.coli",14,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Amphenicol","E.coli",4,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Polymyxins","E.coli",6,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Quinolones","E.coli",5,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Sulfonamide","E.coli",20,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Cattle","Tetracycline","E.coli",24,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","3rd_gen cephalosporin","E.coli",0,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Amino-penicillin","E.coli",12,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Aminoglycoside","E.coli",7,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Amphenicol","E.coli",0,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Polymyxins","E.coli",6,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Quinolones","E.coli",0,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Sulfonamide","E.coli",10,725
"Sweden","DOI: 10.3390/antibiotics9110834","Organic","Environment","Tetracycline","E.coli",14,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","3rd_gen cephalosporin","E.coli",0,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amino-penicillin","E.coli",4,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Aminoglycoside","E.coli",6,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amphenicol","E.coli",1,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Quinolones","E.coli",0,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Sulfonamide","E.coli",3,725
"Sweden","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Tetracycline","E.coli",10,725
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","2nd_gen cephalosporin","E.coli",17,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","3rd_gen cephalosporin","E.coli",3,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","Aminoglycoside","E.coli",1,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","Amphenicol","E.coli",3,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","Carbapenem","E.coli",11,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","Quinolones","E.coli",1,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","Tetracycline","E.coli",5,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","2nd_gen cephalosporin","E.coli",16,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","3rd_gen cephalosporin","E.coli",4,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","Aminoglycoside","E.coli",1,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","Amphenicol","E.coli",1,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","Carbapenem","E.coli",4,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","Quinolones","E.coli",0,814
"New Zealand","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","Tetracycline","E.coli",3,814
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","1st_gen cephalosporin","E.coli",4,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","3rd_gen cephalosporin","E.coli",0,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Amino-penicillin","E.coli",24,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Aminoglycoside","E.coli",17,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","E.coli",0,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Amphenicol","E.coli",8,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Quinolones","E.coli",0,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Sulfonamide","E.coli",17,883
"United States of America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","Tetracycline","E.coli",91,883
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Aminoglycoside","Campylobacter",0,903
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Amphenicol","Campylobacter",0,903
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Ketolide","Campylobacter",21,903
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Macrolide","Campylobacter",23,903
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Quinolones","Campylobacter",1,903
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Pigs","Tetracycline","Campylobacter",48,903
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","Aminoglycoside","Campylobacter",1,912
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","Amphenicol","Campylobacter",1,912
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","Macrolide","Campylobacter",2,912
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","Quinolones","Campylobacter",2,912
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","Tetracycline","Campylobacter",58,912
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","2nd_gen cephalosporin","Salmonella",5,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","3rd_gen cephalosporin","Salmonella",5,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","Amino-penicillin","Salmonella",14,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","Aminoglycoside","Salmonella",14,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","Amphenicol","Salmonella",4,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","Sulfonamide","Salmonella",43,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","Tetracycline","Salmonella",78,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","2nd_gen cephalosporin","Salmonella",4,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","3rd_gen cephalosporin","Salmonella",4,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","Amino-penicillin","Salmonella",14,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","Aminoglycoside","Salmonella",28,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","Amphenicol","Salmonella",8,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","Sulfonamide","Salmonella",56,922
"United States of America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","Tetracycline","Salmonella",80,922
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","Amino-penicillin","E.coli",34,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","Quinolones","E.coli",68,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","Sulfonamide","E.coli",32,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","Tetracycline","E.coli",26,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","Amino-penicillin","E.coli",19,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","Quinolones","E.coli",33,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","Sulfonamide","E.coli",20,962
"Austria","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","Tetracycline","E.coli",28,962
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Aminoglycoside","Campylobacter",0,1099
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Amphenicol","Campylobacter",0,1099
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Ketolide","Campylobacter",16,1099
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Macrolide","Campylobacter",18,1099
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Quinolones","Campylobacter",17,1099
"United States of America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","Tetracycline","Campylobacter",88,1099
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Macrolide","Campylobacter",34,1099
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","Aminoglycoside","Campylobacter",1,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","Amphenicol","Campylobacter",2,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","Macrolide","Campylobacter",77,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","Quinolones","Campylobacter",5,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","Tetracycline","Campylobacter",83,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","Aminoglycoside","Campylobacter",0,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","Amphenicol","Campylobacter",1,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","Macrolide","Campylobacter",34,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","Quinolones","Campylobacter",4,1110
"United States of America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","Tetracycline","Campylobacter",56,1110
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","1st_gen cephalosporin","E.coli",2,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","2nd_gen cephalosporin","E.coli",1,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","3rd_gen cephalosporin","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Amino-penicillin","E.coli",8,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Aminoglycoside","E.coli",4,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Aminopenicillin - betalactamase inhibitors","E.coli",1,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Amphenicol","E.coli",2,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Quinolones","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Sulfonamide","E.coli",5,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","Tetracycline","E.coli",16,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","1st_gen cephalosporin","E.coli",2,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","2nd_gen cephalosporin","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","3rd_gen cephalosporin","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Amino-penicillin","E.coli",5,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Aminoglycoside","E.coli",2,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Aminopenicillin - betalactamase inhibitors","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Amphenicol","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Quinolones","E.coli",0,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Sulfonamide","E.coli",4,1121
"United States of America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","Tetracycline","E.coli",10,1121
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","1st_gen cephalosporin","Salmonella",20,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","3rd_gen cephalosporin","Salmonella",2,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Amino-penicillin","Salmonella",28,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Aminoglycoside","Salmonella",10,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Aminopenicillin - betalactamase inhibitors","Salmonella",23,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Amphenicol","Salmonella",17,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Quinolones","Salmonella",0,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Sulfonamide","Salmonella",13,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","Tetracycline","Salmonella",30,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","1st_gen cephalosporin","Salmonella",19,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","3rd_gen cephalosporin","Salmonella",2,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Amino-penicillin","Salmonella",19,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Aminoglycoside","Salmonella",4,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Aminopenicillin - betalactamase inhibitors","Salmonella",31,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Amphenicol","Salmonella",4,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Quinolones","Salmonella",0,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Sulfonamide","Salmonella",4,1243
"United States of America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","Tetracycline","Salmonella",15,1243
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","3rd_gen cephalosporin","Campylobacter",1,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Amino-penicillin","Campylobacter",9,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Aminoglycoside","Campylobacter",11,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Aminopenicillin - betalactamase inhibitors","Campylobacter",0,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Amphenicol","Campylobacter",0,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Macrolide","Campylobacter",1,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Quinolones","Campylobacter",2,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Sulfonamide","Campylobacter",37,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","Tetracycline","Campylobacter",58,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","3rd_gen cephalosporin","Campylobacter",2,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Amino-penicillin","Campylobacter",7,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Aminoglycoside","Campylobacter",10,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Aminopenicillin - betalactamase inhibitors","Campylobacter",0,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Amphenicol","Campylobacter",0,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Macrolide","Campylobacter",1,2030
"United States of America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","Quinolones","Campylobacter",1,2030
